Opportunity_ID,Industry,Deal_Size,Sales_Cycle_Days,Status,Close_Date
OPP-5222,Manufacturing,15001.94,56.0,Lost,2026-01-08 00:10:04.920984192
OPP-5223,Retail,59659.3,,Won,2026-01-08 06:26:17.115423088
OPP-5224,Finance,208462.69,93.0,Lost,2026-01-08 12:42:29.309861968
OPP-5225,Retail,19174.52,48.0,Won,2026-01-08 18:58:41.504300864
OPP-5226,health-care,46540.48,68.0,Lost,2026-01-09 01:14:53.698739744
OPP-5227,Finance,68312.27,114.0,Lost,2026-01-09 07:31:05.893178640
OPP-5228,health-care,52783.17,64.0,Won,2026-01-09 13:47:18.087617520
OPP-5229,IT_Tech,68317.96,91.0,Lost,2026-01-09 20:03:30.282056416
OPP-5230,Retail,15233.49,60.0,Won,2026-01-10 02:19:42.476495296
OPP-5231,Finance,45683.92,81.0,Lost,2026-01-10 08:35:54.670934192
OPP-5232,health-care,55135.38,84.0,Lost,2026-01-10 14:52:06.865373072
OPP-5233,Manufacturing,63614.33,90.0,Won,2026-01-10 21:08:19.059811968
OPP-5234,IT_Tech,80825.59,76.0,Lost,2026-01-11 03:24:31.254250848
OPP-5235,health-care,182955.63,108.0,Lost,2026-01-11 09:40:43.448689744
OPP-5236,IT_Tech,53024.85,69.0,Lost,2026-01-11 15:56:55.643128624
OPP-5237,Retail,11774.45,68.0,Lost,2026-01-11 22:13:07.837567520
OPP-5238,Retail,2641.87,58.0,Won,2026-01-12 04:29:20.032006400
OPP-5239,health-care,87403.97,66.0,Lost,2026-01-12 10:45:32.226445296
OPP-5240,Finance,73050.24,74.0,Won,2026-01-12 17:01:44.420884176
OPP-5241,health-care,79537.93,80.0,Won,2026-01-12 23:17:56.615323056
OPP-5242,Retail,13724.65,61.0,Won,2026-01-13 05:34:08.809761952
OPP-5243,health-care,32999.34,,Won,2026-01-13 11:50:21.004200832
OPP-5244,health-care,102175.29,70.0,Lost,2026-01-13 18:06:33.198639728
OPP-5245,Manufacturing,49816.83,89.0,Won,2026-01-14 00:22:45.393078608
OPP-5246,IT_Tech,51081.08,86.0,Lost,2026-01-14 06:38:57.587517504
OPP-5247,IT_Tech,58295.98,76.0,Lost,2026-01-14 12:55:09.781956384
OPP-5248,Finance,105075.14,70.0,Lost,2026-01-14 19:11:21.976395280
OPP-5249,Manufacturing,29583.89,62.0,Lost,2026-01-15 01:27:34.170834160
OPP-5250,health-care,70087.37,71.0,Lost,2026-01-15 07:43:46.365273056
OPP-5251,IT_Tech,38008.4,52.0,Won,2026-01-15 13:59:58.559711936
OPP-5252,health-care,78012.13,,Lost,2026-01-15 20:16:10.754150832
OPP-5253,Finance,133109.93,64.0,Lost,2026-01-16 02:32:22.948589712
OPP-5254,IT_Tech,50102.91,91.0,Lost,2026-01-16 08:48:35.143028608
OPP-5255,Finance,254334.62,94.0,Lost,2026-01-16 15:04:47.337467488
OPP-5256,Manufacturing,109451.25,90.0,Lost,2026-01-16 21:20:59.531906384
OPP-5257,health-care,76710.18,85.0,Won,2026-01-17 03:37:11.726345264
OPP-5258,health-care,7317.37,64.0,Won,2026-01-17 09:53:23.920784160
OPP-5259,health-care,153598.83,101.0,Lost,2026-01-17 16:09:36.115223040
OPP-5260,IT_Tech,27717.29,64.0,Lost,2026-01-17 22:25:48.309661936
OPP-5261,Manufacturing,24324.95,71.0,Lost,2026-01-18 04:42:00.504100816
OPP-5262,health-care,57580.13,85.0,Lost,2026-01-18 10:58:12.698539712
OPP-5263,health-care,55938.84,60.0,Lost,2026-01-18 17:14:24.892978592
OPP-5264,Finance,105594.53,118.0,Lost,2026-01-18 23:30:37.087417488
OPP-5265,health-care,28690.99,72.0,Lost,2026-01-19 05:46:49.281856368
OPP-5266,Finance,38306.22,75.0,Won,2026-01-19 12:03:01.476295264
OPP-5267,IT_Tech,43112.98,89.0,Won,2026-01-19 18:19:13.670734144
OPP-5268,Retail,18241.82,79.0,Lost,2026-01-20 00:35:25.865173040
OPP-5269,Manufacturing,50049.65,76.0,Won,2026-01-20 06:51:38.059611920
OPP-5270,Finance,45605.26,76.0,Won,2026-01-20 13:07:50.254050816
OPP-5271,Manufacturing,22267.14,52.0,Lost,2026-01-20 19:24:02.448489696
OPP-5272,IT_Tech,28188.87,65.0,Won,2026-01-21 01:40:14.642928592
OPP-5273,health-care,84450.74,85.0,Lost,2026-01-21 07:56:26.837367472
OPP-5274,Finance,178311.34,89.0,Lost,2026-01-21 14:12:39.031806368
OPP-5275,Finance,21408.38,84.0,Lost,2026-01-21 20:28:51.226245248
OPP-5276,health-care,64059.19,76.0,Won,2026-01-22 02:45:03.420684128
OPP-5277,health-care,32872.54,56.0,Lost,2026-01-22 09:01:15.615123024
OPP-5278,IT_Tech,15896.89,80.0,Lost,2026-01-22 15:17:27.809561904
OPP-5279,health-care,130636.51,99.0,Lost,2026-01-22 21:33:40.004000800
OPP-5280,IT_Tech,47682.14,86.0,Lost,2026-01-23 03:49:52.198439680
OPP-5281,Retail,16725.95,66.0,Won,2026-01-23 10:06:04.392878576
OPP-5282,IT_Tech,57555.96,89.0,Lost,2026-01-23 16:22:16.587317456
OPP-5283,IT_Tech,28570.8,112.0,Lost,2026-01-23 22:38:28.781756352
OPP-5284,Finance,,77.0,Won,2026-01-24 04:54:40.976195232
OPP-5285,Finance,271424.25,71.0,Lost,2026-01-24 11:10:53.170634128
OPP-5286,Manufacturing,32103.31,65.0,Lost,2026-01-24 17:27:05.365073008
OPP-5287,Finance,113672.78,88.0,Lost,2026-01-24 23:43:17.559511904
OPP-5288,health-care,73410.99,59.0,Lost,2026-01-25 05:59:29.753950784
OPP-5289,Retail,5302.17,62.0,Won,2026-01-25 12:15:41.948389680
OPP-5290,Finance,21444.48,74.0,Lost,2026-01-25 18:31:54.142828560
OPP-5291,IT_Tech,27187.37,89.0,Won,2026-01-26 00:48:06.337267456
OPP-5292,Finance,137814.07,98.0,Lost,2026-01-26 07:04:18.531706336
OPP-5293,Manufacturing,53860.13,,Lost,2026-01-26 13:20:30.726145232
OPP-5294,health-care,126556.77,56.0,Lost,2026-01-26 19:36:42.920584112
OPP-5295,IT_Tech,22169.59,81.0,Lost,2026-01-27 01:52:55.115023008
OPP-5296,IT_Tech,81465.61,87.0,Lost,2026-01-27 08:09:07.309461888
OPP-5297,IT_Tech,22416.52,73.0,Lost,2026-01-27 14:25:19.503900784
OPP-5298,health-care,83091.25,58.0,Lost,2026-01-27 20:41:31.698339664
OPP-5299,Finance,72677.61,69.0,Won,2026-01-28 02:57:43.892778560
OPP-5300,IT_Tech,33291.69,58.0,Lost,2026-01-28 09:13:56.087217440
OPP-5301,Manufacturing,70919.17,54.0,Lost,2026-01-28 15:30:08.281656336
OPP-5302,Retail,9390.41,63.0,Won,2026-01-28 21:46:20.476095216
OPP-5303,Finance,32540.37,63.0,Lost,2026-01-29 04:02:32.670534112
OPP-5304,Retail,13493.96,98.0,Won,2026-01-29 10:18:44.864972992
OPP-5305,IT_Tech,29735.19,70.0,Won,2026-01-29 16:34:57.059411888
OPP-5306,health-care,554837.05,108.0,Lost,2026-01-29 22:51:09.253850768
OPP-5307,Finance,109743.87,62.0,Lost,2026-01-30 05:07:21.448289664
OPP-5308,Retail,10887.05,58.0,Lost,2026-01-30 11:23:33.642728544
OPP-5309,Retail,7878.91,63.0,Lost,2026-01-30 17:39:45.837167440
OPP-5310,IT_Tech,14183.8,56.0,Won,2026-01-30 23:55:58.031606320
OPP-5311,Manufacturing,21750.47,64.0,Lost,2026-01-31 06:12:10.226045216
OPP-5312,IT_Tech,38463.73,71.0,Lost,2026-01-31 12:28:22.420484096
OPP-5313,Manufacturing,74136.58,75.0,Lost,2026-01-31 18:44:34.614922976
OPP-5314,Manufacturing,63630.27,99.0,Won,2026-02-01 01:00:46.809361872
OPP-5315,IT_Tech,40722.96,78.0,Lost,2026-02-01 07:16:59.003800752
OPP-5316,Retail,11366.39,71.0,Lost,2026-02-01 13:33:11.198239648
OPP-5317,IT_Tech,,80.0,Lost,2026-02-01 19:49:23.392678528
OPP-5318,health-care,53573.9,83.0,Lost,2026-02-02 02:05:35.587117424
OPP-5319,Finance,205051.9,84.0,Lost,2026-02-02 08:21:47.781556304
OPP-5320,Finance,65282.93,73.0,Won,2026-02-02 14:37:59.975995200
OPP-5321,Manufacturing,34781.16,75.0,Won,2026-02-02 20:54:12.170434080
OPP-5322,Finance,19351.14,82.0,Lost,2026-02-03 03:10:24.364872976
OPP-5323,health-care,65038.79,91.0,Won,2026-02-03 09:26:36.559311856
OPP-5324,Retail,20297.28,66.0,Won,2026-02-03 15:42:48.753750752
OPP-5325,Manufacturing,21293.11,78.0,Won,2026-02-03 21:59:00.948189632
OPP-5326,IT_Tech,24950.27,68.0,Won,2026-02-04 04:15:13.142628528
OPP-5327,Manufacturing,53979.28,76.0,Lost,2026-02-04 10:31:25.337067408
OPP-5328,IT_Tech,17355.62,62.0,Won,2026-02-04 16:47:37.531506304
OPP-5329,Retail,22672.33,,Lost,2026-02-04 23:03:49.725945184
OPP-5330,IT_Tech,27831.62,87.0,Lost,2026-02-05 05:20:01.920384080
OPP-5331,IT_Tech,29903.05,73.0,Won,2026-02-05 11:36:14.114822960
OPP-5332,health-care,37259.9,75.0,Won,2026-02-05 17:52:26.309261856
OPP-5333,Finance,91750.46,62.0,Lost,2026-02-06 00:08:38.503700736
OPP-5334,health-care,319951.02,85.0,Lost,2026-02-06 06:24:50.698139632
OPP-5335,IT_Tech,53677.47,73.0,Won,2026-02-06 12:41:02.892578512
OPP-5336,Finance,43539.72,64.0,Won,2026-02-06 18:57:15.087017408
OPP-5337,Manufacturing,64075.05,77.0,Lost,2026-02-07 01:13:27.281456288
OPP-5338,health-care,18000000.0,71.0,Won,2026-02-07 07:29:39.475895184
OPP-5339,IT_Tech,72203.41,79.0,Lost,2026-02-07 13:45:51.670334064
OPP-5340,health-care,118658.61,83.0,Lost,2026-02-07 20:02:03.864772960
OPP-5341,IT_Tech,8336.75,51.0,Won,2026-02-08 02:18:16.059211840
OPP-5342,Retail,8086.57,58.0,Lost,2026-02-08 08:34:28.253650736
OPP-5343,Retail,21422.4,70.0,Won,2026-02-08 14:50:40.448089616
OPP-5344,Finance,80097.05,93.0,Lost,2026-02-08 21:06:52.642528512
OPP-5345,health-care,39566.83,77.0,Won,2026-02-09 03:23:04.836967392
OPP-5346,Retail,9732.3,56.0,Won,2026-02-09 09:39:17.031406288
OPP-5347,Finance,23301.15,75.0,Lost,2026-02-09 15:55:29.225845168
OPP-5348,Retail,12782.26,86.0,Won,2026-02-09 22:11:41.420284048
OPP-5349,Finance,275519.54,98.0,Lost,2026-02-10 04:27:53.614722944
OPP-5350,Retail,19979.59,75.0,Won,2026-02-10 10:44:05.809161824
OPP-5351,Finance,272188.52,96.0,Lost,2026-02-10 17:00:18.003600720
OPP-5352,health-care,124173.9,99.0,Lost,2026-02-10 23:16:30.198039600
OPP-5353,Manufacturing,60702.47,90.0,Lost,2026-02-11 05:32:42.392478496
OPP-5354,Finance,239054.59,93.0,Lost,2026-02-11 11:48:54.586917376
OPP-5355,Finance,91707.36,92.0,Lost,2026-02-11 18:05:06.781356272
OPP-5356,IT_Tech,33070.15,59.0,Won,2026-02-12 00:21:18.975795152
OPP-5357,Finance,135889.12,64.0,Won,2026-02-12 06:37:31.170234048
OPP-5358,Finance,174958.51,86.0,Lost,2026-02-12 12:53:43.364672928
OPP-5359,IT_Tech,28567.29,72.0,Won,2026-02-12 19:09:55.559111824
OPP-5360,IT_Tech,25316.6,64.0,Lost,2026-02-13 01:26:07.753550704
OPP-5361,Finance,79484.21,88.0,Lost,2026-02-13 07:42:19.947989600
OPP-5362,Retail,20246.75,47.0,Lost,2026-02-13 13:58:32.142428480
OPP-5363,Finance,118048.95,75.0,Lost,2026-02-13 20:14:44.336867376
OPP-5364,IT_Tech,17817.14,62.0,Lost,2026-02-14 02:30:56.531306256
OPP-5365,Finance,230259.83,66.0,Lost,2026-02-14 08:47:08.725745152
OPP-5366,IT_Tech,26355.11,89.0,Won,2026-02-14 15:03:20.920184032
OPP-5367,health-care,62377.57,60.0,Lost,2026-02-14 21:19:33.114622928
OPP-5368,IT_Tech,23125.08,63.0,Won,2026-02-15 03:35:45.309061808
OPP-5369,IT_Tech,139967.34,93.0,Lost,2026-02-15 09:51:57.503500704
OPP-5370,IT_Tech,40988.03,82.0,Lost,2026-02-15 16:08:09.697939584
OPP-5371,health-care,43888.82,61.0,Lost,2026-02-15 22:24:21.892378480
OPP-5372,IT_Tech,55935.91,84.0,Lost,2026-02-16 04:40:34.086817360
OPP-5373,health-care,116015.78,85.0,Lost,2026-02-16 10:56:46.281256256
OPP-5374,Finance,65340.27,105.0,Won,2026-02-16 17:12:58.475695136
OPP-5375,health-care,121099.04,86.0,Lost,2026-02-16 23:29:10.670134032
OPP-5376,health-care,44570.38,73.0,Lost,2026-02-17 05:45:22.864572912
OPP-5377,Retail,,54.0,Lost,2026-02-17 12:01:35.059011808
OPP-5378,IT_Tech,13291.65,57.0,Lost,2026-02-17 18:17:47.253450688
OPP-5379,Finance,33045.13,62.0,Lost,2026-02-18 00:33:59.447889584
OPP-5380,IT_Tech,89663.17,96.0,Lost,2026-02-18 06:50:11.642328464
OPP-5381,IT_Tech,82513.26,79.0,Won,2026-02-18 13:06:23.836767360
OPP-5382,Finance,76074.86,85.0,Lost,2026-02-18 19:22:36.031206240
OPP-5383,Finance,198344.14,103.0,Lost,2026-02-19 01:38:48.225645136
OPP-5384,Manufacturing,33522.19,44.0,Lost,2026-02-19 07:55:00.420084016
OPP-5385,Finance,63193.32,92.0,Lost,2026-02-19 14:11:12.614522896
OPP-5386,Manufacturing,37356.24,74.0,Lost,2026-02-19 20:27:24.808961792
OPP-5387,IT_Tech,34116.6,78.0,Won,2026-02-20 02:43:37.003400672
OPP-5388,IT_Tech,32610.9,62.0,Lost,2026-02-20 08:59:49.197839568
OPP-5389,IT_Tech,64324.71,68.0,Won,2026-02-20 15:16:01.392278448
OPP-5390,IT_Tech,39146.56,79.0,Won,2026-02-20 21:32:13.586717344
OPP-5391,Finance,112138.4,110.0,Lost,2026-02-21 03:48:25.781156224
OPP-5392,Finance,135785.04,94.0,Lost,2026-02-21 10:04:37.975595120
OPP-5393,IT_Tech,44094.61,90.0,Won,2026-02-21 16:20:50.170034000
OPP-5394,Manufacturing,22356.32,67.0,Lost,2026-02-21 22:37:02.364472896
OPP-5395,Retail,6792.45,54.0,Won,2026-02-22 04:53:14.558911776
OPP-5396,IT_Tech,39120.05,64.0,Won,2026-02-22 11:09:26.753350672
OPP-5397,IT_Tech,33335.29,67.0,Lost,2026-02-22 17:25:38.947789552
OPP-5398,IT_Tech,37937.51,49.0,Lost,2026-02-22 23:41:51.142228448
OPP-5399,IT_Tech,36025.16,64.0,Won,2026-02-23 05:58:03.336667328
OPP-5400,IT_Tech,132162.41,75.0,Lost,2026-02-23 12:14:15.531106224
OPP-5401,Finance,32920.94,70.0,Lost,2026-02-23 18:30:27.725545104
OPP-5402,IT_Tech,13427.05,68.0,Won,2026-02-24 00:46:39.919984000
OPP-5403,health-care,89270.48,84.0,Lost,2026-02-24 07:02:52.114422880
OPP-5404,Manufacturing,30085.2,72.0,Won,2026-02-24 13:19:04.308861776
OPP-5405,Finance,88401.19,72.0,Lost,2026-02-24 19:35:16.503300656
OPP-5406,Manufacturing,48627.35,51.0,Won,2026-02-25 01:51:28.697739552
OPP-5407,IT_Tech,69013.15,71.0,Lost,2026-02-25 08:07:40.892178432
OPP-5408,health-care,29603.99,60.0,Lost,2026-02-25 14:23:53.086617328
OPP-5409,Finance,52363.72,81.0,Won,2026-02-25 20:40:05.281056208
OPP-5410,IT_Tech,44998.33,85.0,Lost,2026-02-26 02:56:17.475495104
OPP-5411,IT_Tech,53382.16,87.0,Lost,2026-02-26 09:12:29.669933984
OPP-5412,Finance,272684.23,96.0,Lost,2026-02-26 15:28:41.864372880
OPP-5413,Finance,129757.47,80.0,Lost,2026-02-26 21:44:54.058811760
OPP-5414,health-care,70680.63,71.0,Lost,2026-02-27 04:01:06.253250656
OPP-5415,health-care,42861.9,65.0,Lost,2026-02-27 10:17:18.447689536
OPP-5416,health-care,52126.36,57.0,Won,2026-02-27 16:33:30.642128432
OPP-5417,IT_Tech,27001.52,83.0,Won,2026-02-27 22:49:42.836567312
OPP-5418,health-care,108351.97,79.0,Lost,2026-02-28 05:05:55.031006208
OPP-5419,IT_Tech,41295.08,59.0,Won,2026-02-28 11:22:07.225445088
OPP-5420,IT_Tech,18735.5,58.0,Won,2026-02-28 17:38:19.419883968
OPP-5421,Manufacturing,29203.66,61.0,Won,2026-02-28 23:54:31.614322864
OPP-5422,Finance,123813.11,82.0,Lost,2026-03-01 06:10:43.808761744
OPP-5423,Retail,15927.96,80.0,Won,2026-03-01 12:26:56.003200640
OPP-5424,health-care,102866.44,76.0,Lost,2026-03-01 18:43:08.197639520
OPP-5425,health-care,92019.25,52.0,Lost,2026-03-02 00:59:20.392078416
OPP-5426,IT_Tech,81896.81,76.0,Lost,2026-03-02 07:15:32.586517296
OPP-5427,IT_Tech,40864.69,72.0,Won,2026-03-02 13:31:44.780956192
OPP-5428,IT_Tech,29941.14,69.0,Won,2026-03-02 19:47:56.975395072
OPP-5429,Retail,8451.7,55.0,Won,2026-03-03 02:04:09.169833968
OPP-5430,Finance,84945.54,82.0,Lost,2026-03-03 08:20:21.364272848
OPP-5431,Finance,16908.6,68.0,Lost,2026-03-03 14:36:33.558711744
OPP-5432,health-care,65475.19,77.0,Lost,2026-03-03 20:52:45.753150624
OPP-5433,Manufacturing,32763.82,77.0,Won,2026-03-04 03:08:57.947589520
OPP-5434,IT_Tech,18356.97,63.0,Won,2026-03-04 09:25:10.142028400
OPP-5435,IT_Tech,22830.83,64.0,Lost,2026-03-04 15:41:22.336467296
OPP-5436,health-care,118871.04,98.0,Lost,2026-03-04 21:57:34.530906176
OPP-5437,Retail,,74.0,Won,2026-03-05 04:13:46.725345072
OPP-5438,Manufacturing,38211.59,83.0,Lost,2026-03-05 10:29:58.919783952
OPP-5439,IT_Tech,42326.72,89.0,Lost,2026-03-05 16:46:11.114222848
OPP-5440,Manufacturing,38036.97,80.0,Lost,2026-03-05 23:02:23.308661728
OPP-5441,Retail,24870.34,81.0,Won,2026-03-06 05:18:35.503100624
OPP-5442,IT_Tech,38627.3,54.0,Lost,2026-03-06 11:34:47.697539504
OPP-5443,health-care,30487.5,74.0,Won,2026-03-06 17:50:59.891978400
OPP-5444,health-care,194478.71,83.0,Lost,2026-03-07 00:07:12.086417280
OPP-5445,Manufacturing,43702.92,94.0,Lost,2026-03-07 06:23:24.280856176
OPP-5446,IT_Tech,27048.13,82.0,Won,2026-03-07 12:39:36.475295056
OPP-5447,Retail,7138.79,54.0,Won,2026-03-07 18:55:48.669733952
OPP-5448,health-care,92739.39,84.0,Won,2026-03-08 01:12:00.864172832
OPP-5449,Retail,12599.52,68.0,Won,2026-03-08 07:28:13.058611728
OPP-5450,health-care,188054.68,90.0,Lost,2026-03-08 13:44:25.253050608
OPP-5451,Finance,,64.0,Lost,2026-03-08 20:00:37.447489504
OPP-5452,Retail,8789.47,67.0,Won,2026-03-09 02:16:49.641928384
OPP-5453,Retail,20908.23,66.0,Won,2026-03-09 08:33:01.836367280
OPP-5454,Manufacturing,57678.57,80.0,Won,2026-03-09 14:49:14.030806160
OPP-5455,IT_Tech,39510.66,65.0,Lost,2026-03-09 21:05:26.225245056
OPP-5456,Finance,109733.97,74.0,Lost,2026-03-10 03:21:38.419683936
OPP-5457,IT_Tech,35637.6,87.0,Lost,2026-03-10 09:37:50.614122816
OPP-5458,health-care,84146.87,66.0,Lost,2026-03-10 15:54:02.808561712
OPP-5459,Finance,147118.63,71.0,Lost,2026-03-10 22:10:15.003000592
OPP-5460,health-care,106424.49,80.0,Lost,2026-03-11 04:26:27.197439488
OPP-5461,Finance,66067.71,68.0,Lost,2026-03-11 10:42:39.391878368
OPP-5462,Manufacturing,71409.15,67.0,Lost,2026-03-11 16:58:51.586317264
OPP-5463,IT_Tech,11131.92,66.0,Lost,2026-03-11 23:15:03.780756144
OPP-5464,Finance,250507.46,68.0,Lost,2026-03-12 05:31:15.975195040
OPP-5465,health-care,26276.35,59.0,Won,2026-03-12 11:47:28.169633920
OPP-5466,IT_Tech,26541.2,95.0,Lost,2026-03-12 18:03:40.364072816
OPP-5467,IT_Tech,35580.08,,Lost,2026-03-13 00:19:52.558511696
OPP-5468,Manufacturing,33750.81,64.0,Lost,2026-03-13 06:36:04.752950592
OPP-5469,Manufacturing,60066.38,82.0,Won,2026-03-13 12:52:16.947389472
OPP-5470,Manufacturing,21398.62,76.0,Won,2026-03-13 19:08:29.141828368
OPP-5471,Manufacturing,41372.98,86.0,Lost,2026-03-14 01:24:41.336267248
OPP-5472,IT_Tech,27197.87,69.0,Won,2026-03-14 07:40:53.530706144
OPP-5473,health-care,87298.15,91.0,Lost,2026-03-14 13:57:05.725145024
OPP-5474,Finance,70342.87,53.0,Lost,2026-03-14 20:13:17.919583920
OPP-5475,health-care,77324.13,66.0,Won,2026-03-15 02:29:30.114022800
OPP-5476,health-care,52577.58,78.0,Lost,2026-03-15 08:45:42.308461696
OPP-5477,health-care,53850.21,80.0,Won,2026-03-15 15:01:54.502900576
OPP-5478,Finance,86886.98,68.0,Lost,2026-03-15 21:18:06.697339472
OPP-5479,Finance,128827.46,85.0,Lost,2026-03-16 03:34:18.891778352
OPP-5480,IT_Tech,26926.34,63.0,Won,2026-03-16 09:50:31.086217248
OPP-5481,health-care,43422.78,71.0,Won,2026-03-16 16:06:43.280656128
OPP-5482,Finance,105669.98,93.0,Lost,2026-03-16 22:22:55.475095024
OPP-5483,Finance,71718.04,89.0,Lost,2026-03-17 04:39:07.669533904
OPP-5484,IT_Tech,55008.83,64.0,Lost,2026-03-17 10:55:19.863972800
OPP-5485,Retail,8493.88,50.0,Won,2026-03-17 17:11:32.058411680
OPP-5486,IT_Tech,14917.35,62.0,Won,2026-03-17 23:27:44.252850576
OPP-5487,health-care,53114.09,75.0,Lost,2026-03-18 05:43:56.447289456
OPP-5488,Retail,9107.23,55.0,Lost,2026-03-18 12:00:08.641728352
OPP-5489,Finance,69753.78,90.0,Lost,2026-03-18 18:16:20.836167232
OPP-5490,IT_Tech,26412.1,75.0,Won,2026-03-19 00:32:33.030606128
OPP-5491,Finance,114074.86,86.0,Lost,2026-03-19 06:48:45.225045008
OPP-5492,Finance,61519.52,61.0,Lost,2026-03-19 13:04:57.419483888
OPP-5493,Retail,14403.65,81.0,Won,2026-03-19 19:21:09.613922784
OPP-5494,Retail,,33.0,Won,2026-03-20 01:37:21.808361664
OPP-5495,Finance,82205.14,89.0,Lost,2026-03-20 07:53:34.002800560
OPP-5496,health-care,72079.33,89.0,Lost,2026-03-20 14:09:46.197239440
OPP-5497,IT_Tech,46877.84,70.0,Won,2026-03-20 20:25:58.391678336
OPP-5498,IT_Tech,24395.95,85.0,Lost,2026-03-21 02:42:10.586117216
OPP-5499,health-care,169337.79,83.0,Lost,2026-03-21 08:58:22.780556112
OPP-5500,Finance,63454.45,78.0,Lost,2026-03-21 15:14:34.974994992
OPP-5501,Finance,33291.94,76.0,Won,2026-03-21 21:30:47.169433888
OPP-5502,IT_Tech,39896.21,112.0,Won,2026-03-22 03:46:59.363872768
OPP-5503,IT_Tech,23727.97,86.0,Lost,2026-03-22 10:03:11.558311664
OPP-5504,health-care,109010.63,89.0,Lost,2026-03-22 16:19:23.752750544
OPP-5505,IT_Tech,109623.03,70.0,Lost,2026-03-22 22:35:35.947189440
OPP-5506,Retail,9015.62,65.0,Won,2026-03-23 04:51:48.141628320
OPP-5507,IT_Tech,42881.09,64.0,Lost,2026-03-23 11:08:00.336067216
OPP-5508,Finance,25506.71,80.0,Won,2026-03-23 17:24:12.530506096
OPP-5509,Manufacturing,45567.62,76.0,Lost,2026-03-23 23:40:24.724944992
OPP-5510,IT_Tech,23321.78,56.0,Won,2026-03-24 05:56:36.919383872
OPP-5511,health-care,50266.76,76.0,Won,2026-03-24 12:12:49.113822768
OPP-5512,IT_Tech,20938.75,59.0,Won,2026-03-24 18:29:01.308261648
OPP-5513,Finance,113469.66,83.0,Lost,2026-03-25 00:45:13.502700544
OPP-5514,Finance,133837.63,72.0,Lost,2026-03-25 07:01:25.697139424
OPP-5515,health-care,74163.78,78.0,Lost,2026-03-25 13:17:37.891578320
OPP-5516,Finance,43536.02,83.0,Won,2026-03-25 19:33:50.086017200
OPP-5517,Manufacturing,80399.36,78.0,Won,2026-03-26 01:50:02.280456096
OPP-5518,IT_Tech,24954.14,66.0,Lost,2026-03-26 08:06:14.474894976
OPP-5519,IT_Tech,12320.06,68.0,Won,2026-03-26 14:22:26.669333872
OPP-5520,Manufacturing,45669.89,83.0,Won,2026-03-26 20:38:38.863772752
OPP-5521,Finance,37689.44,60.0,Won,2026-03-27 02:54:51.058211648
OPP-5522,Manufacturing,59534.09,80.0,Lost,2026-03-27 09:11:03.252650528
OPP-5523,Finance,58181.19,92.0,Won,2026-03-27 15:27:15.447089424
OPP-5524,Retail,18067.26,75.0,Lost,2026-03-27 21:43:27.641528304
OPP-5525,health-care,169549.5,84.0,Lost,2026-03-28 03:59:39.835967200
OPP-5526,Retail,7299.57,69.0,Won,2026-03-28 10:15:52.030406080
OPP-5527,Manufacturing,27365.31,76.0,Lost,2026-03-28 16:32:04.224844976
OPP-5528,Finance,69884.37,87.0,Lost,2026-03-28 22:48:16.419283856
OPP-5529,IT_Tech,78337.03,54.0,Lost,2026-03-29 05:04:28.613722736
OPP-5530,IT_Tech,26129.2,52.0,Won,2026-03-29 11:20:40.808161632
OPP-5531,IT_Tech,26977.22,83.0,Won,2026-03-29 17:36:53.002600512
OPP-5532,IT_Tech,46123.15,57.0,Lost,2026-03-29 23:53:05.197039408
OPP-5533,health-care,51723.25,80.0,Lost,2026-03-30 06:09:17.391478288
OPP-5534,Finance,80138.81,,Lost,2026-03-30 12:25:29.585917184
OPP-5535,Finance,28827.28,59.0,Won,2026-03-30 18:41:41.780356064
OPP-5536,health-care,276121.97,,Lost,2026-03-31 00:57:53.974794960
OPP-5537,Finance,32577.41,75.0,Won,2026-03-31 07:14:06.169233840
OPP-5538,IT_Tech,30918.92,97.0,Won,2026-03-31 13:30:18.363672736
OPP-5539,IT_Tech,35730.48,65.0,Lost,2026-03-31 19:46:30.558111616
OPP-5540,IT_Tech,94498.96,97.0,Won,2026-04-01 02:02:42.752550512
OPP-5541,Finance,33027.39,77.0,Won,2026-04-01 08:18:54.946989392
OPP-5542,IT_Tech,97914.71,72.0,Lost,2026-04-01 14:35:07.141428288
OPP-5543,IT_Tech,53028.69,85.0,Won,2026-04-01 20:51:19.335867168
OPP-5544,health-care,93925.5,86.0,Won,2026-04-02 03:07:31.530306064
OPP-5545,Retail,8165.58,63.0,Won,2026-04-02 09:23:43.724744944
OPP-5546,IT_Tech,48318.54,,Won,2026-04-02 15:39:55.919183840
OPP-5547,Finance,47377.75,68.0,Lost,2026-04-02 21:56:08.113622720
OPP-5548,Finance,156372.58,73.0,Lost,2026-04-03 04:12:20.308061616
OPP-5549,Retail,8221.18,72.0,Won,2026-04-03 10:28:32.502500496
OPP-5550,Manufacturing,34317.84,70.0,Won,2026-04-03 16:44:44.696939392
OPP-5551,IT_Tech,27511.61,70.0,Won,2026-04-03 23:00:56.891378272
OPP-5552,IT_Tech,22164.31,73.0,Won,2026-04-04 05:17:09.085817168
OPP-5553,Manufacturing,52609.92,79.0,Lost,2026-04-04 11:33:21.280256048
OPP-5554,health-care,100838.47,63.0,Lost,2026-04-04 17:49:33.474694944
OPP-5555,Finance,151056.03,98.0,Lost,2026-04-05 00:05:45.669133824
